Order ID,Order Date,Customer ID,Category,Sales,Quantity,Discount,Profit
CA-2017-157000,16-07-2017,AM-10360,Office Supplies,20.016,9,0.19,3.0024
CA-2016-102281,12-10-2016,MP-17470,Furniture,899.136,1,0.09,134.8704
CA-2016-102281,12-10-2016,MP-17470,Technology,71.76,1,0.14,10.764
CA-2016-102281,12-10-2016,MP-17470,Office Supplies,51.84,10,0.02,7.776
CA-2016-102281,12-10-2016,MP-17470,Furniture,626.352,5,0,93.9528
CA-2016-102281,12-10-2016,MP-17470,Office Supplies,19.9,6,0.07,2.985
CA-2016-131457,31-10-2016,MZ-17515,Office Supplies,14.28,5,0.2,2.142
CA-2015-140004,21-03-2015,CB-12025,Office Supplies,7.408,9,0.16,1.1112
CA-2015-140004,21-03-2015,CB-12025,Office Supplies,6.048,10,0.2,0.9072
CA-2018-107720,06-11-2018,VM-21685,Office Supplies,46.26,9,0.12,6.939
US-2018-124303,06-07-2018,FH-14365,Office Supplies,2.946,4,0.15,0.4419
US-2018-124303,06-07-2018,FH-14365,Office Supplies,16.056,7,0.2,2.4084
CA-2018-105074,24-06-2018,MB-17305,Office Supplies,21.744,9,0.16,3.2616
CA-2015-133690,03-08-2015,BS-11755,Furniture,218.75,9,0.14,32.8125
CA-2015-133690,03-08-2015,BS-11755,Office Supplies,2.6,8,0.11,0.39
US-2018-116701,17-12-2018,LC-17140,Office Supplies,66.284,8,0.12,9.9426
CA-2018-126382,03-06-2018,HK-14890,Furniture,35.168,5,0,5.2752
CA-2018-108329,09-12-2018,LE-16810,Technology,444.768,2,0.09,66.7152
CA-2018-135860,01-12-2018,JH-15985,Office Supplies,83.92,10,0.14,12.588
CA-2018-135860,01-12-2018,JH-15985,Technology,131.98,7,0.1,19.797
CA-2018-135860,01-12-2018,JH-15985,Office Supplies,15.92,10,0.13,2.388
CA-2018-135860,01-12-2018,JH-15985,Office Supplies,52.29,2,0.07,7.8435
CA-2018-135860,01-12-2018,JH-15985,Office Supplies,91.99,2,0.09,13.7985
CA-2016-101007,09-02-2016,MS-17980,Technology,20.8,10,0.06,3.12
CA-2016-146262,02-01-2016,VW-21775,Office Supplies,23.68,5,0.03,3.552
CA-2016-146262,02-01-2016,VW-21775,Furniture,452.45,6,0.09,67.8675
CA-2016-146262,02-01-2016,VW-21775,Technology,62.982,1,0.07,9.4473
CA-2016-146262,02-01-2016,VW-21775,Technology,1188,8,0.15,178.2
CA-2016-146262,02-01-2016,VW-21775,Technology,89.584,10,0.01,13.4376
CA-2017-130162,28-10-2017,JH-15910,Office Supplies,93.06,7,0.04,13.959
CA-2017-130162,28-10-2017,JH-15910,Technology,302.376,6,0.03,45.3564
CA-2016-169397,24-12-2016,JB-15925,Office Supplies,5.584,3,0.04,0.8376
CA-2016-169397,24-12-2016,JB-15925,Office Supplies,22.704,6,0.05,3.4056
CA-2016-169397,24-12-2016,JB-15925,Office Supplies,19.776,9,0.02,2.9664
CA-2016-169397,24-12-2016,JB-15925,Furniture,72.704,10,0.19,10.9056
CA-2016-169397,24-12-2016,JB-15925,Technology,479.988,4,0.13,71.9982
CA-2016-169397,24-12-2016,JB-15925,Office Supplies,27.168,9,0.19,4.0752
CA-2016-163055,09-08-2016,DS-13180,Office Supplies,2.2,7,0.07,0.33
CA-2016-163055,09-08-2016,DS-13180,Furniture,622.45,1,0.11,93.3675
CA-2016-163055,09-08-2016,DS-13180,Office Supplies,21.98,1,0.18,3.297
US-2016-145436,28-02-2016,VD-21670,Furniture,161.568,1,0.2,24.2352
US-2016-145436,28-02-2016,VD-21670,Furniture,389.696,6,0,58.4544
US-2015-156216,13-09-2015,EA-14035,Office Supplies,18.648,8,0.04,2.7972
US-2018-100930,07-04-2018,CS-12400,Furniture,233.86,3,0.07,35.079
US-2018-100930,07-04-2018,CS-12400,Furniture,620.6145,5,0.18,93.092175
US-2018-100930,07-04-2018,CS-12400,Office Supplies,5.328,2,0.03,0.7992
US-2018-100930,07-04-2018,CS-12400,Furniture,258.072,10,0.04,38.7108
US-2018-100930,07-04-2018,CS-12400,Technology,617.976,1,0.1,92.6964
CA-2018-160514,12-11-2018,DB-13120,Office Supplies,10.56,6,0.08,1.584
CA-2017-157749,04-06-2017,KL-16645,Office Supplies,25.92,9,0.11,3.888
CA-2017-157749,04-06-2017,KL-16645,Furniture,419.68,8,0,62.952
CA-2017-157749,04-06-2017,KL-16645,Furniture,11.688,8,0.06,1.7532
CA-2017-157749,04-06-2017,KL-16645,Technology,31.984,9,0.07,4.7976
CA-2017-157749,04-06-2017,KL-16645,Furniture,177.225,2,0.06,26.58375
CA-2017-157749,04-06-2017,KL-16645,Furniture,4.044,3,0.12,0.6066
CA-2017-157749,04-06-2017,KL-16645,Office Supplies,7.408,8,0.01,1.1112
CA-2015-131926,01-06-2015,DW-13480,Furniture,2001.86,3,0.09,300.279
CA-2015-131926,01-06-2015,DW-13480,Office Supplies,166.72,9,0.11,25.008
CA-2015-131926,01-06-2015,DW-13480,Office Supplies,47.88,10,0.14,7.182
CA-2015-131926,01-06-2015,DW-13480,Office Supplies,1503.25,10,0.19,225.4875
CA-2015-131926,01-06-2015,DW-13480,Office Supplies,25.92,1,0.14,3.888
CA-2017-154739,10-12-2017,LH-17155,Furniture,321.568,2,0.03,48.2352
CA-2017-145625,11-09-2017,KC-16540,Office Supplies,7.61,2,0,1.1415
CA-2017-145625,11-09-2017,KC-16540,Technology,3347.37,9,0.07,502.1055
CA-2017-146941,10-12-2017,DL-13315,Office Supplies,80.58,5,0.02,12.087
CA-2017-146941,10-12-2017,DL-13315,Office Supplies,361.92,7,0.19,54.288
US-2016-159982,28-11-2016,DR-12880,Furniture,12.132,2,0.05,1.8198
US-2016-159982,28-11-2016,DR-12880,Office Supplies,82.368,6,0.1,12.3552
US-2016-159982,28-11-2016,DR-12880,Office Supplies,53.92,4,0.12,8.088
US-2016-159982,28-11-2016,DR-12880,Technology,647.904,1,0.14,97.1856
CA-2018-163139,01-12-2018,CC-12670,Technology,20.37,3,0.13,3.0555
CA-2018-163139,01-12-2018,CC-12670,Office Supplies,221.55,7,0.09,33.2325
CA-2018-163139,01-12-2018,CC-12670,Office Supplies,17.52,2,0.17,2.628
US-2018-155299,08-06-2018,Dl-13600,Office Supplies,1.624,1,0.2,0.2436
US-2015-106992,19-09-2015,SB-20290,Technology,3059.982,3,0.18,458.9973
US-2015-106992,19-09-2015,SB-20290,Technology,2519.958,10,0,377.9937
CA-2017-125318,06-06-2017,RC-19825,Technology,328.224,7,0.12,49.2336
CA-2016-155040,10-11-2016,AH-10210,Technology,79.9,1,0.03,11.985
CA-2018-136826,16-06-2018,CB-12535,Office Supplies,14.016,2,0.1,2.1024
CA-2017-111010,22-01-2017,PG-18895,Office Supplies,7.56,4,0.01,1.134
US-2018-145366,09-12-2018,CA-12310,Office Supplies,37.208,2,0.01,5.5812
US-2018-145366,09-12-2018,CA-12310,Office Supplies,57.576,7,0.13,8.6364
CA-2018-163979,28-12-2018,KH-16690,Office Supplies,725.84,7,0.12,108.876
CA-2016-155334,30-07-2016,HA-14920,Technology,209.93,4,0.2,31.4895
CA-2016-155334,30-07-2016,HA-14920,Furniture,5.28,10,0.1,0.792
CA-2016-155334,30-07-2016,HA-14920,Office Supplies,10.92,6,0.12,1.638
CA-2018-118136,16-09-2018,BB-10990,Office Supplies,8.82,7,0.18,1.323
CA-2018-118136,16-09-2018,BB-10990,Office Supplies,5.98,5,0.17,0.897
CA-2018-132976,13-10-2018,AG-10495,Office Supplies,11.648,3,0.12,1.7472
CA-2018-132976,13-10-2018,AG-10495,Office Supplies,18.176,8,0.02,2.7264
CA-2018-132976,13-10-2018,AG-10495,Office Supplies,59.712,1,0.03,8.9568
CA-2018-132976,13-10-2018,AG-10495,Office Supplies,24.84,7,0.19,3.726
US-2016-161991,26-09-2016,SC-20725,Office Supplies,2.08,7,0.04,0.312
US-2016-161991,26-09-2016,SC-20725,Technology,1114.4,6,0.2,167.16
CA-2016-130890,02-11-2016,JO-15280,Furniture,1038.84,3,0.07,155.826
CA-2016-130883,26-09-2016,TB-21520,Office Supplies,141.76,3,0.14,21.264
CA-2016-130883,26-09-2016,TB-21520,Technology,239.8,9,0.14,35.97
CA-2016-130883,26-09-2016,TB-21520,Office Supplies,31.104,5,0.12,4.6656
CA-2017-112697,18-12-2017,AH-10195,Office Supplies,254.058,3,0.01,38.1087
CA-2017-112697,18-12-2017,AH-10195,Office Supplies,194.528,4,0.14,29.1792
CA-2017-112697,18-12-2017,AH-10195,Office Supplies,961.48,3,0.06,144.222
CA-2017-110772,20-11-2017,NZ-18565,Office Supplies,19.096,3,0.09,2.8644
CA-2017-110772,20-11-2017,NZ-18565,Office Supplies,18.496,2,0.01,2.7744
CA-2017-110772,20-11-2017,NZ-18565,Technology,255.984,2,0.03,38.3976
CA-2017-110772,20-11-2017,NZ-18565,Furniture,86.97,7,0.09,13.0455
CA-2015-111451,26-12-2015,KL-16555,Furniture,300.416,3,0.12,45.0624
CA-2015-111451,26-12-2015,KL-16555,Furniture,230.352,10,0.07,34.5528
CA-2015-111451,26-12-2015,KL-16555,Furniture,218.352,2,0.15,32.7528
CA-2015-111451,26-12-2015,KL-16555,Office Supplies,78.6,8,0.08,11.79
CA-2015-111451,26-12-2015,KL-16555,Office Supplies,27.552,3,0.07,4.1328
CA-2017-142545,28-10-2017,JD-15895,Office Supplies,32.4,10,0.03,4.86
CA-2017-142545,28-10-2017,JD-15895,Office Supplies,1082.48,10,0,162.372
CA-2017-142545,28-10-2017,JD-15895,Office Supplies,56.91,3,0.17,8.5365
CA-2017-142545,28-10-2017,JD-15895,Furniture,77.6,1,0.04,11.64
CA-2017-142545,28-10-2017,JD-15895,Office Supplies,14.28,1,0.07,2.142
US-2018-152380,19-11-2018,JH-15910,Furniture,219.075,3,0.02,32.86125
CA-2016-144253,04-05-2016,AS-10225,Furniture,26.8,9,0.06,4.02
CA-2015-130960,30-12-2015,KB-16600,Office Supplies,9.84,4,0.12,1.476
CA-2015-111003,01-06-2015,CR-12625,Office Supplies,45.48,6,0.18,6.822
CA-2015-111003,01-06-2015,CR-12625,Office Supplies,289.2,8,0.07,43.38
CA-2018-126774,15-04-2018,SH-20395,Office Supplies,4.89,3,0,0.7335
CA-2017-142902,12-09-2017,BP-11185,Furniture,15.136,3,0.14,2.2704
CA-2017-142902,12-09-2017,BP-11185,Furniture,466.768,3,0.13,70.0152
CA-2017-142902,12-09-2017,BP-11185,Furniture,15.232,7,0.04,2.2848
CA-2017-142902,12-09-2017,BP-11185,Office Supplies,6.264,3,0.09,0.9396
CA-2015-120887,27-09-2015,TS-21205,Furniture,87.54,5,0.1,13.131
CA-2015-167850,09-08-2015,AG-10525,Technology,178.384,8,0.16,26.7576
CA-2015-167850,09-08-2015,AG-10525,Office Supplies,15.552,2,0.12,2.3328
CA-2015-164259,28-12-2015,SP-20860,Office Supplies,99.136,7,0.12,14.8704
CA-2015-164973,04-11-2015,NM-18445,Furniture,135.882,1,0.1,20.3823
CA-2015-164973,04-11-2015,NM-18445,Technology,3991.98,7,0.03,598.797
CA-2015-164973,04-11-2015,NM-18445,Technology,275.94,6,0.16,41.391
CA-2015-164973,04-11-2015,NM-18445,Technology,360,2,0.05,54
CA-2015-164973,04-11-2015,NM-18445,Office Supplies,43.57,1,0.04,6.5355
CA-2015-156601,19-09-2015,FA-14230,Office Supplies,7.16,8,0.12,1.074
CA-2017-162138,23-04-2017,GK-14620,Office Supplies,251.52,10,0.1,37.728
CA-2017-162138,23-04-2017,GK-14620,Technology,99.99,10,0.18,14.9985
CA-2018-153339,03-11-2018,DJ-13510,Furniture,15.992,4,0.16,2.3988
US-2017-141544,30-08-2017,PO-18850,Technology,290.898,5,0.03,43.6347
US-2017-141544,30-08-2017,PO-18850,Office Supplies,54.224,2,0.2,8.1336
US-2017-141544,30-08-2017,PO-18850,Furniture,786.744,9,0.02,118.0116
